[ 2026-02-13 07:47:00 | None | INFO ] Created experiment folder: /mnt/c/Users/thaih/Documents/HK252/DATN/p2pfl/experiments/p2pfl_MNIST_RandomIIDPartitionStrategy_PSGD_model_build_fn_20260213_074700 and copied mnist.yaml
[ 2026-02-13 07:47:11 | ActorPool | WARNING ] No GPUs available. Actors will run on CPU only.
[ 2026-02-13 07:47:11 | ActorPool | INFO ] Initialized with 4 actors, 0 GPU per actor
[ 2026-02-13 07:47:11 | node | INFO ] InMemoryServer started at node
[ 2026-02-13 07:47:11 | node | INFO ] 🏁 Starting gossiper...
[ 2026-02-13 07:47:11 | node_1 | INFO ] InMemoryServer started at node_1
[ 2026-02-13 07:47:11 | node_1 | INFO ] 🏁 Starting gossiper...
[ 2026-02-13 07:47:11 | node_2 | INFO ] InMemoryServer started at node_2
[ 2026-02-13 07:47:11 | node_2 | INFO ] 🏁 Starting gossiper...
[ 2026-02-13 07:47:11 |  | INFO ] Connected nodes node and node_1
[ 2026-02-13 07:47:12 |  | INFO ] Connected nodes node and node_2
[ 2026-02-13 07:47:12 |  | INFO ] Connected nodes node_1 and node_2
[ 2026-02-13 07:47:12 | node | INFO ] 🚀 Broadcasting start learning...
[ 2026-02-13 07:47:12 | node_1 | INFO ] 🔍 Neighbors found: ['node', 'node_2'] | Degree: 2
[ 2026-02-13 07:47:12 | node_2 | INFO ] 🔍 Neighbors found: ['node', 'node_1'] | Degree: 2
[ 2026-02-13 07:47:12 | node_1 | INFO ] ⏳ Waiting initialization.
[ 2026-02-13 07:47:12 | node_2 | INFO ] ⏳ Waiting initialization.
[ 2026-02-13 07:47:12 | node | INFO ] 🔍 Neighbors found: ['node_1', 'node_2'] | Degree: 2
[ 2026-02-13 07:47:12 | node | INFO ] ⏳ Waiting initialization.
[ 2026-02-13 07:47:12 | node | INFO ] 🗣️ Gossiping model initialization.
[ 2026-02-13 07:47:13 | node_1 | INFO ] 🤖 Model Weights Initialized
[ 2026-02-13 07:47:13 | node_1 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-02-13 07:47:13 | node_2 | INFO ] 🤖 Model Weights Initialized
[ 2026-02-13 07:47:13 | node_2 | INFO ] 🗣️ Gossiping model initialization.
[ 2026-02-13 07:47:14 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 07:47:14 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 07:47:14 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 07:47:16 | node_1 | INFO ] 🚂 Train set of 3 nodes (all available nodes): ['node', 'node_2', 'node_1']
[ 2026-02-13 07:47:16 | node_2 | INFO ] 🚂 Train set of 3 nodes (all available nodes): ['node', 'node_1', 'node_2']
[ 2026-02-13 07:47:16 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 07:47:16 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 07:47:16 | node | INFO ] 🚂 Train set of 3 nodes (all available nodes): ['node_1', 'node_2', 'node']
[ 2026-02-13 07:47:16 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 07:49:52 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.936034202575684, 'test_acc\n': 0.08160816133022308, 'test_precision\n': 0.11090308427810669, 'test_recall\n': 0.07942420989274979, 'test_f1\n': 0.05348333343863487}
[ 2026-02-13 07:49:52 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 07:49:52 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 07:50:09 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 07:50:09 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 07:50:14 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 07:50:14 | node | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 07:50:14 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 07:50:58 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.731697082519531, 'test_acc\n': 0.0908818244934082, 'test_precision\n': 0.10989110916852951, 'test_recall\n': 0.08593346923589706, 'test_f1\n': 0.05910268425941467}
[ 2026-02-13 07:50:58 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 07:50:58 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 07:51:06 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.872300148010254, 'test_acc\n': 0.07950795441865921, 'test_precision\n': 0.10324667394161224, 'test_recall\n': 0.08100174367427826, 'test_f1\n': 0.05227472633123398}
[ 2026-02-13 07:51:06 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 07:51:06 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 07:51:11 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 07:51:11 | node | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 07:51:16 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 07:51:16 | node_1 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 07:51:16 | node_2 | INFO ] 🧩 Model added (2/3) from ['node']
[ 2026-02-13 07:51:16 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 07:51:16 | node_2 | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 07:51:21 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 07:51:21 | node | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 07:51:21 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 07:51:21 | node_1 | INFO ] 🧩 Model added (3/3) from ['node_2']
[ 2026-02-13 07:51:21 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 07:51:21 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 07:51:21 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 07:51:21 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 07:51:21 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 07:51:21 | node_2 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 07:51:21 | node_2 | INFO ] 🎉 Round 1 of 5 finished.
[ 2026-02-13 07:51:21 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 07:51:22 | node_1 | INFO ] 🤫 Gossip finished.
[ 2026-02-13 07:51:22 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 07:51:22 | node_1 | INFO ] 🎉 Round 1 of 5 finished.
[ 2026-02-13 07:51:22 | node | INFO ] 🎉 Round 1 of 5 finished.
[ 2026-02-13 07:51:22 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 07:51:22 | node | INFO ] 🗳️ Sending train set vote.
[ 2026-02-13 07:51:22 | node_1 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 07:51:22 | node_2 | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 07:51:22 | node_1 | INFO ] 🚂 Train set of 3 nodes: ['node', 'node_2', 'node_1']
[ 2026-02-13 07:51:22 | node_2 | INFO ] 🚂 Train set of 3 nodes: ['node', 'node_2', 'node_1']
[ 2026-02-13 07:51:22 | node | INFO ] 🔢 Computed 3 votes.
[ 2026-02-13 07:51:22 | node_1 | INFO ] 🔬 Evaluating...
[ 2026-02-13 07:51:22 | node | INFO ] 🚂 Train set of 3 nodes: ['node', 'node_2', 'node_1']
[ 2026-02-13 07:51:22 | node_2 | INFO ] 🔬 Evaluating...
[ 2026-02-13 07:51:22 | node | INFO ] 🔬 Evaluating...
[ 2026-02-13 07:51:25 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 8.824047088623047, 'test_acc\n': 0.09570956975221634, 'test_precision\n': 0.11909139156341553, 'test_recall\n': 0.09276239573955536, 'test_f1\n': 0.0780644416809082}
[ 2026-02-13 07:51:25 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 8.510685920715332, 'test_acc\n': 0.08730872720479965, 'test_precision\n': 0.11222570389509201, 'test_recall\n': 0.08650041371583939, 'test_f1\n': 0.07478705793619156}
[ 2026-02-13 07:51:25 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 07:51:25 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 07:51:25 | node_1 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 07:51:25 | node_2 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 07:51:25 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 8.425105094909668, 'test_acc\n': 0.09358128160238266, 'test_precision\n': 0.11411059647798538, 'test_recall\n': 0.09119512140750885, 'test_f1\n': 0.08280209451913834}
[ 2026-02-13 07:51:25 | node | INFO ] 📢 Broadcasting metrics.
[ 2026-02-13 07:51:25 | node | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-02-13 07:51:38 | node_2 | INFO ] 🎓 Training step done.
[ 2026-02-13 07:51:38 | node_2 | INFO ] 🧩 Model added (1/3) from ['node_2']
[ 2026-02-13 07:51:38 | node_1 | INFO ] 🎓 Training step done.
[ 2026-02-13 07:51:38 | node_1 | INFO ] 🧩 Model added (1/3) from ['node_1']
[ 2026-02-13 07:51:38 | node | INFO ] 🎓 Training step done.
[ 2026-02-13 07:51:38 | node | INFO ] 🧩 Model added (1/3) from ['node']
[ 2026-02-13 07:51:43 | node_2 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_1']
[ 2026-02-13 07:51:43 | node | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 07:51:43 | node_1 | INFO ] 🧩 Model added (2/3) from ['node_2']
[ 2026-02-13 07:51:43 | node_1 | INFO ] 📤 Sending model to 2 direct neighbors: ['node', 'node_2']
[ 2026-02-13 07:51:43 | node | INFO ] 🧩 Model added (3/3) from ['node_1']
[ 2026-02-13 07:51:43 | node_2 | INFO ] 🧩 Model added (2/3) from ['node_1']
[ 2026-02-13 07:51:43 | node | INFO ] 📤 Sending model to 2 direct neighbors: ['node_1', 'node_2']
[ 2026-02-13 07:51:43 | node_1 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 07:51:43 | node_1 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 07:51:43 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 07:51:43 | node_2 | INFO ] 🧩 Model added (3/3) from ['node']
[ 2026-02-13 07:51:43 | node_2 | INFO ] 🧠 Aggregating models.
[ 2026-02-13 07:51:43 | node | INFO ] 🧠 Aggregating models.
[ 2026-02-13 07:51:43 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 07:51:43 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-02-13 07:51:43 | node | INFO ] 🤫 Gossip finished.
[ 2026-02-13 07:51:43 | node | INFO ] 🎉 Round 2 of 5 finished.
