[ 2026-04-18 08:16:17 | None | INFO ] Created experiment folder: /home/thaihoa_hn120/p2pfl/experiments/p2pfl_MNIST_DirichletPartitionStrategy_DFedAdp_2_model_build_fn_20260418_081617 and copied 01_mnist_dirichlet_0.1.yaml
[ 2026-04-18 08:16:17 | None | INFO ] Set simulation heartbeat: timeout=99999s, period=10s
[ 2026-04-18 08:16:19 | node | INFO ] InMemoryServer started at node
[ 2026-04-18 08:16:19 | node | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:19 | None | INFO ] 🚀 Created 0/20 nodes, waiting 1.00s for CPU to breathe...
[ 2026-04-18 08:16:20 | node_1 | INFO ] InMemoryServer started at node_1
[ 2026-04-18 08:16:20 | node_1 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:21 | node_2 | INFO ] InMemoryServer started at node_2
[ 2026-04-18 08:16:21 | node_2 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:22 | node_3 | INFO ] InMemoryServer started at node_3
[ 2026-04-18 08:16:22 | node_3 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:23 | node_4 | INFO ] InMemoryServer started at node_4
[ 2026-04-18 08:16:23 | node_4 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:25 | node_5 | INFO ] InMemoryServer started at node_5
[ 2026-04-18 08:16:25 | node_5 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:25 | None | INFO ] 🚀 Created 5/20 nodes, waiting 1.50s for CPU to breathe...
[ 2026-04-18 08:16:26 | node_6 | INFO ] InMemoryServer started at node_6
[ 2026-04-18 08:16:26 | node_6 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:28 | node_7 | INFO ] InMemoryServer started at node_7
[ 2026-04-18 08:16:28 | node_7 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:30 | node_8 | INFO ] InMemoryServer started at node_8
[ 2026-04-18 08:16:30 | node_8 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:32 | node_9 | INFO ] InMemoryServer started at node_9
[ 2026-04-18 08:16:32 | node_9 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:33 | node_10 | INFO ] InMemoryServer started at node_10
[ 2026-04-18 08:16:33 | node_10 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:33 | None | INFO ] 🚀 Created 10/20 nodes, waiting 2.00s for CPU to breathe...
[ 2026-04-18 08:16:35 | node_11 | INFO ] InMemoryServer started at node_11
[ 2026-04-18 08:16:35 | node_11 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:38 | node_12 | INFO ] InMemoryServer started at node_12
[ 2026-04-18 08:16:38 | node_12 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:40 | node_13 | INFO ] InMemoryServer started at node_13
[ 2026-04-18 08:16:40 | node_13 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:42 | node_14 | INFO ] InMemoryServer started at node_14
[ 2026-04-18 08:16:42 | node_14 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:45 | node_15 | INFO ] InMemoryServer started at node_15
[ 2026-04-18 08:16:45 | node_15 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:45 | None | INFO ] 🚀 Created 15/20 nodes, waiting 2.50s for CPU to breathe...
[ 2026-04-18 08:16:47 | node_16 | INFO ] InMemoryServer started at node_16
[ 2026-04-18 08:16:47 | node_16 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:50 | node_17 | INFO ] InMemoryServer started at node_17
[ 2026-04-18 08:16:50 | node_17 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:52 | node_18 | INFO ] InMemoryServer started at node_18
[ 2026-04-18 08:16:52 | node_18 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:55 | node_19 | INFO ] InMemoryServer started at node_19
[ 2026-04-18 08:16:55 | node_19 | INFO ] 🏁 Starting gossiper...
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node and node_6
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node and node_8
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node and node_12
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node and node_13
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node and node_15
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node and node_17
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node and node_18
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_1 and node_2
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_1 and node_4
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_1 and node_5
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_1 and node_7
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_1 and node_8
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_1 and node_11
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_1 and node_13
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_1 and node_15
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_1 and node_18
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_1 and node_19
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_2 and node_3
[ 2026-04-18 08:16:58 |  | INFO ] Connected nodes node_2 and node_4
